Headline Word,Headline Frequency,Headline Percent
Atop,2,0.001003563
At-Risk,1,0.000501781
Atrium,1,0.000501781
Atrocities,3,0.001505344
Atrocity,1,0.000501781
Attaches,1,0.000501781
Attack,164,0.082292137
Attack,1,0.000501781
Attacked,16,0.008028501
Attacker,3,0.001505344
Attackers,4,0.002007125
Attacking,25,0.012544533
Attacks,144,0.072256511
attacks,2,0.001003563
Attacks,1,0.000501781
Attainable,1,0.000501781
Attempt,36,0.018064128
Attempt,1,0.000501781
Attempted,5,0.002508907
Attempting,1,0.000501781
Attempts,16,0.008028501
Attend,15,0.00752672
Attendance,1,0.000501781
Attended,3,0.001505344
Attendee,1,0.000501781
Attendees,4,0.002007125
Attending,5,0.002508907
Attends,3,0.001505344
Attention,30,0.01505344
Attica,1,0.000501781
Attitude,5,0.002508907
Attitudes,2,0.001003563
Attorney,102,0.051181695
Attorneys,19,0.009533845
Attract,3,0.001505344
Attracts,1,0.000501781
Auction,2,0.001003563
Auctioning,1,0.000501781
Auctions,1,0.000501781
Audience,7,0.003512469
Audio,10,0.005017813
Audis,1,0.000501781
Audit,8,0.004014251
Audited,1,0.000501781
Auditions,1,0.000501781
Augurs,1,0.000501781
August,32,0.016057002
Augusts,1,0.000501781
AUMF,3,0.001505344
Aurora,1,0.000501781
Auschwitz,3,0.001505344
Austerity,2,0.001003563
Austin,4,0.002007125
Australia,9,0.004516032
Australian,1,0.000501781
Australians,1,0.000501781
Authentic,1,0.000501781
Authentic,1,0.000501781
Author,10,0.005017813
Authored,1,0.000501781
Authoritarian,4,0.002007125
Authoritarian,1,0.000501781
Authoritarianism,4,0.002007125
Authoritative,1,0.000501781
Authorities,9,0.004516032
Authority,12,0.006021376
Authorization,14,0.007024939
Authorize,3,0.001505344
Authorized,1,0.000501781
Authorizes,1,0.000501781
Authorizing,2,0.001003563
Authors,1,0.000501781
Autism,2,0.001003563
Autistic,1,0.000501781
Auto,6,0.003010688
Autobiography,1,0.000501781
Autocracy,1,0.000501781
Autocrat,1,0.000501781
Autocratic,1,0.000501781
Automatic,5,0.002508907
Automatically,3,0.001505344
Autopilot,1,0.000501781
Autopsy,2,0.001003563
Autopsy,1,0.000501781
Available,3,0.001505344
Average,8,0.004014251
Averages,2,0.001003563
Avert,5,0.002508907
Averting,3,0.001505344
Averts,2,0.001003563
Avery,1,0.000501781
Aviv,1,0.000501781
Avoid,34,0.017060565
Avoidance,2,0.001003563
Avoided,5,0.002508907
Avoided,1,0.000501781
Avoiding,10,0.005017813
Avoids,12,0.006021376
Await,5,0.002508907
Awaiting,3,0.001505344
Awaits,2,0.001003563
Awaken,1,0.000501781
Awakened,1,0.000501781
Awakened…And,1,0.000501781
Awakening,1,0.000501781
Award,14,0.007024939
Awarded,1,0.000501781
Awarding,1,0.000501781
Awards,5,0.002508907
Aware,1,0.000501781
Awareness,6,0.003010688
Away,98,0.04917457
Awe,2,0.001003563
Awesome,4,0.002007125
Awful,11,0.005519595
Awful,1,0.000501781
Awfully,4,0.002007125
Awfulness,1,0.000501781
Awkward,20,0.010035626
Awkward,1,0.000501781
Awkwardly,2,0.001003563
Awkwardness,1,0.000501781
Awry,1,0.000501781
Ax,2,0.001003563
Axelrod,3,0.001505344
Axes,2,0.001003563
Axing,2,0.001003563
Axis,3,0.001505344
Ayatollah,1,0.000501781
Ayn,1,0.000501781
Ayotte,8,0.004014251
AZ,1,0.000501781
Azerbaijan,2,0.001003563
B,4,0.002007125
B.,2,0.001003563
B.I.G,1,0.000501781
Babies,10,0.005017813
Baboon,1,0.000501781
Baby,15,0.00752672
Babysit,1,0.000501781
Babysitter,1,0.000501781
Bachelor,1,0.000501781
Bachelorette,1,0.000501781
Bachmann,16,0.008028501
Back,327,0.164082493
back,1,0.000501781
Back,1,0.000501781
Backbone,3,0.001505344
Backchannel,2,0.001003563
Backdoor,3,0.001505344
Backed,10,0.005017813
Backer,1,0.000501781
Backers,17,0.008530283
Backfire,5,0.002508907
Backfired,1,0.000501781
Backfires,9,0.004516032
Backfiring,3,0.001505344
Background,17,0.008530283
Backgrounds,1,0.000501781
Backing,29,0.014551658
Backlash,18,0.009032064
Backlog,3,0.001505344
Backlogs,1,0.000501781
Backpage.com,1,0.000501781
Backpedaling,1,0.000501781
Backpedals,1,0.000501781
Backs,63,0.031612223
Backseat,1,0.000501781
Backslide,1,0.000501781
Backtrack,2,0.001003563
Backtracking,1,0.000501781
Backtracks,4,0.002007125
Backup,1,0.000501781
Backward,2,0.001003563
Backwards,1,0.000501781
Backwater,1,0.000501781
Backyard,3,0.001505344
Bacon,3,0.001505344
Bad,128,0.064228009
Bad,3,0.001505344
bad,1,0.000501781
Badawi,1,0.000501781
Bader,29,0.014551658
Badge,2,0.001003563
Badgering,1,0.000501781
Badlands,1,0.000501781
Badly,7,0.003512469
Bad-Mouthed,1,0.000501781
Baffled,2,0.001003563
Bag,9,0.004516032
Baggage,1,0.000501781
Baghdad,2,0.001003563
Baghdadi,1,0.000501781
Bags,3,0.001505344
Bahrain,2,0.001003563
Bail,15,0.00752672
Bailed,1,0.000501781
Baileys,1,0.000501781
Bailing,1,0.000501781
Bailout,4,0.002007125
Bailout,1,0.000501781
Bails,3,0.001505344
Bair,1,0.000501781
Bait,3,0.001505344
Bait,1,0.000501781
Bait-And-Switch,1,0.000501781
Baiter,1,0.000501781
Baiting,2,0.001003563
Baker,5,0.002508907
Baklava,1,0.000501781
Balance,10,0.005017813
Balanced,1,0.000501781
Bald,1,0.000501781
Baldwin,6,0.003010688
Bale,1,0.000501781
Balk,1,0.000501781
Balking,1,0.000501781
Balks,3,0.001505344
Ball,6,0.003010688
Ballad,1,0.000501781
Ballgame,1,0.000501781
Ballistic,2,0.001003563
balloon,1,0.000501781
Ballooned,1,0.000501781
Balloons,1,0.000501781
Ballot,34,0.017060565
Ballot,3,0.001505344
Balloting,1,0.000501781
Ballots,9,0.004516032
Ballpark,1,0.000501781
Ballplayers,1,0.000501781
Balls,3,0.001505344
Baloney,1,0.000501781
Baltimore,50,0.025089066
Bamboozled,1,0.000501781
Ban,337,0.169100306
ban,1,0.000501781
Ban,1,0.000501781
Band,5,0.002508907
Band-Aid,1,0.000501781
Bands,1,0.000501781
Bane,1,0.000501781
Bang,1,0.000501781
Banging,1,0.000501781
Bangladesh,1,0.000501781
Banished,1,0.000501781
Banjo,1,0.000501781
Bank,36,0.018064128
Banker,4,0.002007125
Bankers,6,0.003010688
Banking,4,0.002007125
Bankrolling,1,0.000501781
Bankrupt,1,0.000501781
Bankruptcy,4,0.002007125
Bankrupted,1,0.000501781
Bankrupting,1,0.000501781
Banks,21,0.010537408
Banned,12,0.006021376
Banned,1,0.000501781
Banner,4,0.002007125
Banning,25,0.012544533
Bannon,51,0.025590848
Bans,22,0.011039189
Banter,1,0.000501781
Baptist,1,0.000501781
Baptize,1,0.000501781
Bar,19,0.009533845
Barack,87,0.043654975
Barbara,17,0.008530283
Barbarians,1,0.000501781
Barbaric,1,0.000501781
Barbarism,1,0.000501781
Barbecues,2,0.001003563
Barber,1,0.000501781
Barbs,2,0.001003563
Barcelona,2,0.001003563
Barely,13,0.006523157
Barf,1,0.000501781
Bargain,1,0.000501781
Bargaining,2,0.001003563
Barges,1,0.000501781
Bark,1,0.000501781
Barking,1,0.000501781
Barnburners,1,0.000501781
Barney,4,0.002007125
Barnhill,1,0.000501781
Barnstorm,1,0.000501781
Baron,2,0.001003563
Barons,1,0.000501781
Barrage,3,0.001505344
Barred,7,0.003512469
Barrel,1,0.000501781
Barrels,4,0.002007125
Barricade,2,0.001003563
Barrier,2,0.001003563
Barriers,5,0.002508907
Barring,4,0.002007125
Barron,3,0.001505344
Barry,6,0.003010688
Bars,15,0.00752672
Bartender,1,0.000501781
Bartleby,1,0.000501781
Bartlet,1,0.000501781
Base,22,0.011039189
Baseball,15,0.00752672
Based,13,0.006523157
Baseless,4,0.002007125
Basement,1,0.000501781
Bases,4,0.002007125
Bash,4,0.002007125
Bashar,5,0.002508907
Bashed,4,0.002007125
Bashes,6,0.003010688
Bashing,4,0.002007125
Basic,10,0.005017813
Basic,2,0.001003563
Basically,16,0.008028501
Basics,2,0.001003563
Basis,1,0.000501781
Basket,4,0.002007125
Basket,4,0.002007125
Basketball,4,0.002007125
Bastard,2,0.001003563
Bastards,1,0.000501781
Bastille,1,0.000501781
Bat,2,0.001003563
Bathing,1,0.000501781
Bathrobe,1,0.000501781
Bathroom,47,0.023583722
Bathroom,5,0.002508907
Bathrooms,5,0.002508907
Batman,1,0.000501781
Baton,3,0.001505344
Bats,1,0.000501781
Battens,1,0.000501781
Battered,1,0.000501781
Batteries,1,0.000501781
Battery,1,0.000501781
Battle,69,0.034622911
Battled,1,0.000501781
Battlefield,5,0.002508907
Battleground,16,0.008028501
Battlegrounds,1,0.000501781
Battler,1,0.000501781
Battles,6,0.003010688
Battleship,1,0.000501781
Battling,4,0.002007125
Batumi,1,0.000501781
Bauer,1,0.000501781
Bay,10,0.005017813
Bayard,1,0.000501781
Bayh,7,0.003512469
Bayshore,1,0.000501781
BCRA,1,0.000501781
BDA,1,0.000501781
BDS,1,0.000501781
Be,3,0.001505344
Beach,8,0.004014251
Beached,1,0.000501781
Beaches,3,0.001505344
Beachhead,1,0.000501781
Beacon,2,0.001003563
Beal,1,0.000501781
Beans,2,0.001003563
Bear,8,0.004014251
Bear,1,0.000501781
Bearers,1,0.000501781
Bearing,3,0.001505344
Bears,6,0.003010688
Beast,1,0.000501781
Beat,23,0.01154097
Beatbox,1,0.000501781
Beaten,9,0.004516032
Beating,9,0.004516032
Beats,12,0.006021376
Beau,9,0.004516032
Beauregard,4,0.002007125
Beautiful,7,0.003512469
beautiful,1,0.000501781
Beautiful,1,0.000501781
Beauty,2,0.001003563
Became,30,0.01505344
Because,3,0.001505344
Becerra,1,0.000501781
Beck,9,0.004516032
Beckons,1,0.000501781
Become,56,0.028099754
Becomes,35,0.017562346
Becoming,13,0.006523157
Becoming,1,0.000501781
Bed,4,0.002007125
Bedfellows,2,0.001003563
Bedford,1,0.000501781
Bedrock,2,0.001003563
Beds,2,0.001003563
Bedside,2,0.001003563
Bee,9,0.004516032
Beef,1,0.000501781
Been,1,0.000501781
Beer,5,0.002508907
Bees,4,0.002007125
Beg,8,0.004014251
Began,3,0.001505344
Beget,1,0.000501781
Begging,4,0.002007125
Begich,2,0.001003563
Begin,14,0.007024939
begin,1,0.000501781
Beginning,9,0.004516032
Beginning,1,0.000501781
Begins,32,0.016057002
Begrudgingly,4,0.002007125
Begs,6,0.003010688
Begun,7,0.003512469
Behalf,3,0.001505344
Behaving,1,0.000501781
Behavior,10,0.005017813
behavior,1,0.000501781
Beheadings,1,0.000501781
Behemoth,2,0.001003563
Behind,107,0.053690602
Behind,3,0.001505344
Behind-The-Scenes,1,0.000501781
Behold,3,0.001505344
Beholder,1,0.000501781
Beijing,1,0.000501781
Being,6,0.003010688
Beings,1,0.000501781
Bel,2,0.001003563
Belated,2,0.001003563
Belief,2,0.001003563
Beliefs,7,0.003512469
Believable,2,0.001003563
Believe,48,0.024085504
Believed,4,0.002007125
Believes,20,0.010035626
Believes,3,0.001505344
Believing,1,0.000501781
Belittle,2,0.001003563
Belittles,1,0.000501781
Belittling,1,0.000501781
Bell,2,0.001003563
Bells,3,0.001505344
Belong,5,0.002508907
Belongings,1,0.000501781
Belongs,1,0.000501781
Beloved,3,0.001505344
Belt,5,0.002508907
Belts,1,0.000501781
Beltway,2,0.001003563
Bemoans,2,0.001003563
Ben,135,0.067740479
Bench,4,0.002007125
Benched,1,0.000501781
Bending,1,0.000501781
Bends,1,0.000501781
Beneficiaries,1,0.000501781
Beneficiary,1,0.000501781
Benefit,17,0.008530283
Benefit,2,0.001003563
Benefited,6,0.003010688
Benefits,28,0.014049877
Benefits,1,0.000501781
Benghazi,65,0.032615786
Benito,1,0.000501781
Benjamin,4,0.002007125
Bennet,1,0.000501781
Bensonhurst,1,0.000501781
Bera,1,0.000501781
Berated,1,0.000501781
Berates,1,0.000501781
Bereft,1,0.000501781
Beret,1,0.000501781
Bergdahl,14,0.007024939
Berger,1,0.000501781
Berhard,1,0.000501781
Berkeley,14,0.007024939
Berlin,4,0.002007125
Berlusconi,1,0.000501781
Bermuda-Based,1,0.000501781
Bern,6,0.003010688
Bern,1,0.000501781
Bernanke,1,0.000501781
Bernardino,24,0.012042752
Bernie,671,0.336695268
Bernie,2,0.001003563
Bernie-Backing,1,0.000501781
Bernie-Bro,1,0.000501781
Bernie-World,1,0.000501781
Bern-ing,1,0.000501781
Bernstein,4,0.002007125
Berrigan,1,0.000501781
Besides,2,0.001003563
Best,88,0.044156756
Best,7,0.003512469
Bestiality,1,0.000501781
Best-Kept,1,0.000501781
Bests,2,0.001003563
Bestseller,1,0.000501781
Bestselling,1,0.000501781
Bet,4,0.002007125
Bethesda,1,0.000501781
Betray,2,0.001003563
Betrayal,4,0.002007125
Betrayal,1,0.000501781
Betrayed,3,0.001505344
Betrayed,2,0.001003563
Betraying,1,0.000501781
Betrays,4,0.002007125
Bets,4,0.002007125
Betsy,41,0.020573034
Better,96,0.048171007
Better,4,0.002007125
Better-Liked,1,0.000501781
Betting,2,0.001003563
Betty,2,0.001003563
Between,3,0.001505344
Beutler,2,0.001003563
Beverage,2,0.001003563
Beverly,1,0.000501781
Bevin,2,0.001003563
Beware,10,0.005017813
Bewilder,1,0.000501781
Bewildered,2,0.001003563
Bewildering,1,0.000501781
Beyoncé,7,0.003512469
Beyonce,3,0.001505344
Beyonce,1,0.000501781
Beyond,30,0.01505344
Beyond,2,0.001003563
Bezos,2,0.001003563
BFF,1,0.000501781
Bharara,9,0.004516032
Bias,8,0.004014251
Biased,4,0.002007125
Biased,1,0.000501781
Biases,2,0.001003563
Bibi,9,0.004516032
Bible,8,0.004014251
Bible-Believing,1,0.000501781
Bicentennial,2,0.001003563
Bickering,3,0.001505344
Bickers,2,0.001003563
Bicycling,1,0.000501781
Bid,51,0.025590848
bid,1,0.000501781
Bidding,1,0.000501781
Biden,194,0.097345577
Bids,2,0.001003563
Bieber,1,0.000501781
Big,302,0.15153796
Big,7,0.003512469
BIG,1,0.000501781
big,1,0.000501781
Big-City,2,0.001003563
Bigger,22,0.011039189
Bigger,1,0.000501781
Bigger-Than-Expected,1,0.000501781
Biggest,63,0.031612223
biggest,1,0.000501781
Biggest,1,0.000501781
Big-Government,1,0.000501781
Bigly,3,0.001505344
Bigly,1,0.000501781
Big-Money,3,0.001505344
Big-Moneyed,1,0.000501781
Bigot,3,0.001505344
Bigot,2,0.001003563
Bigoted,2,0.001003563
Bigoted,1,0.000501781
Bigotry,12,0.006021376
Bigots,4,0.002007125
Bike,1,0.000501781
Bikers,1,0.000501781
Bikes,3,0.001505344
Bike-Share,1,0.000501781
Bikinis,1,0.000501781
Bilden,1,0.000501781
Biles,1,0.000501781
Bilingual,1,0.000501781
Bill,642,0.32214361
Bill,1,0.000501781
Billboard,4,0.002007125
Billboards,1,0.000501781
Billion,48,0.024085504
BILLION,1,0.000501781
billion,1,0.000501781
Billionaire,40,0.020071253
Billionaires,15,0.00752672
Billion-Dollar,1,0.000501781
Billions,18,0.009032064
Bills,35,0.017562346
bills,1,0.000501781
Billy,3,0.001505344
Bimbo,1,0.000501781
Bin,14,0.007024939
Binary,1,0.000501781
Bind,2,0.001003563
Binder,1,0.000501781
Binds,1,0.000501781
Binge,2,0.001003563
Bio,4,0.002007125
Biodiversity,1,0.000501781
Biographer,1,0.000501781
Biography,2,0.001003563
Biometric,1,0.000501781
Biotech,1,0.000501781
Bioterror,1,0.000501781
Bipartisan,34,0.017060565
Bipartisan,1,0.000501781
Bipartisanship,8,0.004014251
Bird,4,0.002007125
Birmingham,4,0.002007125
Birth,51,0.025590848
Birthday,26,0.013046314
Birther,36,0.018064128
Birther,3,0.001505344
Birtherism,6,0.003010688
Birthers,3,0.001505344
Birthplace,2,0.001003563
Birthright,7,0.003512469
Bison,2,0.001003563
Bit,6,0.003010688
Bitch,6,0.003010688
Bitch,1,0.000501781
Bitches,2,0.001003563
Bitcoin,1,0.000501781
Bite,2,0.001003563
Bites,2,0.001003563
Bitsy,1,0.000501781
Bitter,4,0.002007125
Bitterly,1,0.000501781
bitterness,1,0.000501781
Bizarre,23,0.01154097
Bizarre,3,0.001505344
Bizarrely,1,0.000501781
Black,221,0.110893673
Black,6,0.003010688
BlackBerry,1,0.000501781
Blackface,2,0.001003563
Blackhawks,1,0.000501781
Blacklist,1,0.000501781
Blacklisting,1,0.000501781
Blacklists,1,0.000501781
BlackLivesMatter,4,0.002007125
Blackmail,3,0.001505344
Blackness,1,0.000501781
Black-On-Black,1,0.000501781
Blackout,1,0.000501781
BlackRock,1,0.000501781
Blacks,4,0.002007125
Black-Site,1,0.000501781
Blackwater,5,0.002508907
Black-White,1,0.000501781
Blagojevich,1,0.000501781
Blair,2,0.001003563
Blake,1,0.000501781
Blame,52,0.026092629
Blamed,5,0.002508907
Blames,49,0.024587285
Blaming,12,0.006021376
Bland,14,0.007024939
BLAND,1,0.000501781
Blank,7,0.003512469
Blank,4,0.002007125
Blanket,1,0.000501781
Blanket,1,0.000501781
Blanketing,1,0.000501781
Blankets,2,0.001003563
Blankfein,2,0.001003563
Blaring,1,0.000501781
Blasio,25,0.012544533
Blasphemy,1,0.000501781
Blast,14,0.007024939
Blasted,4,0.002007125
Blasting,1,0.000501781
Blasts,49,0.024587285
Blatant,2,0.001003563
Blatantly,1,0.000501781
Blazing,2,0.001003563
Bleak,1,0.000501781
Bleeding,2,0.001003563
Bleeding,1,0.000501781
Bless,1,0.000501781
Blessing,2,0.001003563
Blessings,1,0.000501781
Blew,6,0.003010688
Blight,1,0.000501781
Blimp,1,0.000501781
Blind,4,0.002007125
Blinding,2,0.001003563
Blindly,1,0.000501781
Blindness,2,0.001003563
Blindsided,2,0.001003563
Bling,1,0.000501781
Blink,1,0.000501781
Blinking,1,0.000501781
Blistering,8,0.004014251
Blisters,1,0.000501781
Blitz,7,0.003512469
Blitzkreig,1,0.000501781
Blizzard,3,0.001505344
Bloated,1,0.000501781
Blob,1,0.000501781
Bloc,3,0.001505344
Block,94,0.047167444
Blockade,7,0.003512469
Blockaded,2,0.001003563
Blockading,2,0.001003563
Blockbuster,1,0.000501781
Blocked,19,0.009533845
Blocking,22,0.011039189
Blocks,45,0.02258016
Blog,3,0.001505344
BLOG,1,0.000501781
Blogger,2,0.001003563
Bloggers,1,0.000501781
Blonde,1,0.000501781
Blood,10,0.005017813
Blood,1,0.000501781
Bloodbath,1,0.000501781
Blood-Drenched,1,0.000501781
Bloodied,1,0.000501781
Blood-Price,1,0.000501781
Bloodshed,1,0.000501781
Bloodshot,1,0.000501781
Bloody,3,0.001505344
Bloody,1,0.000501781
Bloom,2,0.001003563
Bloomberg,10,0.005017813
Bloomberg-For-President,1,0.000501781
Blooms,1,0.000501781
Blooper,1,0.000501781
Blossom,1,0.000501781
Blow,36,0.018064128
Blow,2,0.001003563
Blowback,1,0.000501781
Blowhard,1,0.000501781
Blowing,5,0.002508907
Blown,4,0.002007125
Blows,7,0.003512469
BLT,1,0.000501781
Blue,11,0.005519595
Blue,2,0.001003563
Blue-Collar,2,0.001003563
Blueprint,3,0.001505344
Blues,2,0.001003563
blues,1,0.000501781
Bluff,4,0.002007125
Bluffing,1,0.000501781
Blum,1,0.000501781
Blumenthal,2,0.001003563
Blunder,4,0.002007125
Blundered,1,0.000501781
Blunders,2,0.001003563
Blunt,3,0.001505344
Blush,1,0.000501781
Blushing,1,0.000501781
Bluster,1,0.000501781
Bluster,1,0.000501781
Blusters,1,0.000501781
Blustery,1,0.000501781
Bo,2,0.001003563
Board,45,0.02258016
Board-Game,1,0.000501781
Boards,3,0.001505344
Boardwalk,1,0.000501781
Boast,1,0.000501781
Boasted,3,0.001505344
Boasting,1,0.000501781
Boasts,6,0.003010688
Boat,1,0.000501781
Boating,1,0.000501781
Boatless,1,0.000501781
Boats,1,0.000501781
Bob,41,0.020573034
Bobby,18,0.009032064
Boca,1,0.000501781
Bodega,1,0.000501781
Bodes,2,0.001003563
Bodies,9,0.004516032
Body,28,0.014049877
Body,2,0.001003563
Bodyguards,1,0.000501781
Body-Slam,1,0.000501781
Body-Slammed,3,0.001505344
Body-Slamming,1,0.000501781
Body-Slams,1,0.000501781
Boehner,98,0.04917457
Boehner,1,0.000501781
Boeing,3,0.001505344
Boggs,3,0.001505344
Bogus,12,0.006021376
Bogus,2,0.001003563
Boil,1,0.000501781
Boiled,1,0.000501781
Boiling,1,0.000501781
Boils,1,0.000501781
Bojangles,1,0.000501781
Boko,2,0.001003563
Bolá,1,0.000501781
Bold,6,0.003010688
Bolder,1,0.000501781
Boldly,1,0.000501781
Boldness,1,0.000501781
Bolduc,1,0.000501781
Bolivian,1,0.000501781
Bolling,1,0.000501781
Bolsheviks,1,0.000501781
Bolster,2,0.001003563
Bolsters,2,0.001003563
Bolt,1,0.000501781
Bolton,5,0.002508907
Bolts,1,0.000501781
Bomb,39,0.019569472
Bombarded,1,0.000501781
Bomb-Carrying,2,0.001003563
Bombed,3,0.001505344
Bomber,1,0.000501781
Bombers,2,0.001003563
Bombing,29,0.014551658
Bombings,1,0.000501781
Bombs,9,0.004516032
Bombshell,9,0.004516032
Bombshell,1,0.000501781
Bombshells,1,0.000501781
Bona,1,0.000501781
Bond,8,0.004014251
Bondi,1,0.000501781
Bonds,1,0.000501781
Bone,6,0.003010688
Bones,2,0.001003563
Bongino,1,0.000501781
Bonkers,4,0.002007125
Bono,1,0.000501781
Bonus,2,0.001003563
Bonuses,2,0.001003563
Boo,3,0.001505344
Boo-Boo,1,0.000501781
Booed,15,0.00752672
Booed,1,0.000501781
Boogyman,1,0.000501781
Book,36,0.018064128
Booked,3,0.001505344
Booker,4,0.002007125
Bookies,1,0.000501781
Booklet,1,0.000501781
Books,5,0.002508907
Bookstore,1,0.000501781
Boom,7,0.003512469
Boomers,2,0.001003563
Booming,4,0.002007125
Boon,2,0.001003563
Boondoggle,4,0.002007125
Boondoggle,1,0.000501781
Boor,1,0.000501781
Boos,4,0.002007125
Boost,40,0.020071253
Boosted,1,0.000501781
Booster,1,0.000501781
Boosting,2,0.001003563
Boosts,4,0.002007125
Boot,1,0.000501781
Booted,4,0.002007125
Booting,1,0.000501781
Boots,7,0.003512469
Booze,2,0.001003563
BOP,1,0.000501781
Border,116,0.058206634
Border-Crossers,1,0.000501781
Borders,6,0.003010688
Borders,1,0.000501781
Bored,2,0.001003563
Bored,1,0.000501781
Boring,6,0.003010688
Boring,2,0.001003563
Boris,3,0.001505344
Born,15,0.00752672
Born,1,0.000501781
Borne,1,0.000501781
Borough,1,0.000501781
Borrow,1,0.000501781
Borrowed,1,0.000501781
Borrowers,5,0.002508907
Borrowing,2,0.001003563
Borrows,2,0.001003563
Bosom,1,0.000501781
Boss,17,0.008530283
Bosses,2,0.001003563
Boston,21,0.010537408
Botched,7,0.003512469
Botching,2,0.001003563
Both,1,0.000501781
Bother,1,0.000501781
Bothered,2,0.001003563
Bots,1,0.000501781
Bottle,2,0.001003563
Bottled,1,0.000501781
Bottles,2,0.001003563
Bottling,1,0.000501781
Bottom,4,0.002007125
Bottom-Up,1,0.000501781
Bought,4,0.002007125
Boulder,1,0.000501781
Bounce,5,0.002508907
bounce,1,0.000501781
Bounces,2,0.001003563
Bouncing,1,0.000501781
Bound,4,0.002007125
Boundaries,3,0.001505344
Boundless,1,0.000501781
Bounty,1,0.000501781
Bourbon,1,0.000501781
Bout,1,0.000501781
Bow,1,0.000501781
Bowe,6,0.003010688
Bowie,1,0.000501781
Bowl,22,0.011039189
Bowling,4,0.002007125
Bowling,2,0.001003563
Bow-Out,1,0.000501781
Bows,3,0.001505344
Box,9,0.004516032
Boxer,4,0.002007125
Boxing,2,0.001003563
Boy,23,0.01154097
Boycott,24,0.012042752
Boycotting,5,0.002508907
Boycotts,1,0.000501781
Boyd,1,0.000501781
Boyfriend,2,0.001003563
Boys,6,0.003010688
BP,2,0.001003563
Brace,9,0.004516032
Braces,4,0.002007125
Bracing,2,0.001003563
