Title,Genres,Release Date,Release Country,Movie Rating,Review Rating,Movie Run Time,Plot,Cast,Language,Filming Locations,Budget,Cast Member,Cast Member Frequency,Director,Title Word,Title Word Frequency,Description Word,Description Word Frequency,Genres Word,Genres Frequency
Turned," Drama,  Horror",4-Sep-15,USA,,7.3,,"Directed by Chris R. Notarile. With Josh Rothman, Christian Chase, Roberto Lombardi, Athena Brensberger. When Jack, a rough and tough vampire slayer, is bitten by his arch-nemesis Monty, he has but one day left to live before he becomes the very thing he has been hunting for most of his life.","Josh Rothman, Christian Chase, Roberto Lombardi, Athena Brensberger, Seregon O'Dassey, MacKenzie Medwin, Sid O'Connell, Marissa Centrella, Arthur Koutsoumbaris, Joseph Pridmore, Mary Benedetto, Jonathan Boothe, Tara Haight, Edward John Socienski",English,"Staten Island, New York, USA",1000,James Cullen Bressack,9,Chris R,girls,13,turns,109,,
Play Motel," Crime,  Horror,  Romance,  Thriller",25-Aug-15,USA,X,5.3,90 min,"Directed by Mario Gariazzo. With Ray Lovelock, Anna Maria Rizzoli, Mario Cutini, Antonella Antinori. A reporter and his girlfriend investigate deaths surrounding a hotel where several prominent people go to have sex.","Ray Lovelock, Anna Maria Rizzoli, Mario Cutini, Antonella Antinori, Patrizia Behn, Enzo Fisichella, Marina Hedman, Mario Novelli, Marino Masé, Patrizia Webley, Vittorio Ripamonti, Bob Balisteri, Bruno Di Luia, Franco Beltramme, Michele Zurlaro",Italian,"Cine International, Rome, Lazio, Italy",,Tom Sizemore,9,Mario Gariazzo,engineer,1,down,109,,
Miss Zombie, Horror,14-Sep-13,Japan,,6.3,85 min,"Directed by SABU. With Makoto Togashi, Ayaka Komatsu, Tôru Tezuka, Tarô Suruga. A Japanese family acquires an undead domestic servant whose presence begins to effect their daily lives.","Makoto Togashi, Ayaka Komatsu, Tôru Tezuka, Tarô Suruga, Tateto Serizawa, Hihio Iwanaga, Takaya Yamauchi, Riku Ohnishi",Japanese,,,Danielle Harris,9,SABU,firstborn,1,abandoned,108,,
Bloody Chainsaw Girl," Action,  Horror",20-Feb-16,Japan,,4.6,,"Directed by Hiroki Yamaguchi. With Mizuho Abe, Seijirô Nakamura, Ray Nishimura, Kayako Okuda.","Mizuho Abe, Seijirô Nakamura, Ray Nishimura, Kayako Okuda, Seira Satô, Yûki Tamaki, Rio Uchida, Mari Yamachi",Japanese,,,John Karyus,8,Hiroki Yamaguchi,gnome,1,party,107,,
Fatal Frame, Horror,26-Sep-14,Japan,,5.8,104 min,"Directed by Mari Asato. With Aoi Morikawa, Ayami Nakajô, Kôdai Asaka, Minori Hagiwara. Michi a student in a conservative all-girls school, must resolve the mysterious disappearances and deaths of her fellow classmates after they found an intriguing but haunting photo of Aya, the best singer of class, who apparently is being held locked in her room, physically but not spiritually... A death curse is placed on anyone who sees Aya's photo, which seems to be taken with a ""Camera ...","Aoi Morikawa, Ayami Nakajô, Kôdai Asaka, Minori Hagiwara, Fujiko Kojima, Jun Miho, Karen Miyama, Noriko Nakagoshi, Yuri Nakamura, Kasumi Yamaya",Japanese,,,Ruby Larocca,8,Mari Asato,rosalind,1,college,106,,
Visceral Entre las cuerdas de la locura, Horror,29-Nov-12,Chile,,5.4,69 min,"Directed by Felipe Eluti. With Felipe Eluti, Carolina Salles, Felipe Ruiz, José Manuel García. A washed-up boxer finally gets his big chance to prove that he is worthy of the champion's gloves on his much-awaited title fight.","Felipe Eluti, Carolina Salles, Felipe Ruiz, José Manuel García, Gabriela Arancibia, Macarena Jiménez, Valentina Varela, Mauricio Dukeduro, Tamara Zuñega, Daniela Pardo, Lucas García, Pia Cardenas, Carolina Palacios, Claudia Mena, Juan José Vargas",Spanish,,,Alen Rios,8,Felipe Eluti,romeo,1,events,106,,
Dark Castle," Horror,  Thriller",28-Mar-15,Indonesia,,,80 min,"Directed by Sasha Mahé. With Rachel Albert, Bruno Henry, Laurent Paris, Rahajeng Sekar Putri. A newlywed couple who go on their honeymoon in St Jean Le Vieux, France are kidnapped by a local mysterious cult.","Rachel Albert, Bruno Henry, Laurent Paris, Rahajeng Sekar Putri, Panji Saputra",English|Indonesian,"Pérouges, Ain, Rhône-Alpes, France",,Jessica Morris,8,Sasha Mahé,singular,1,against,105,,
Ouija Exorcism, Horror,6-Oct-15,USA,UNRATED,2.1,87 min,"Directed by Nick Slatkin. With J. Damian Anastasio, Brittney Bertier, Cameron Bigelow, Jay Brothers. In 1985, a celebrated exorcist trapped a horrific demon inside a ouija board. Thinking the board to be a game, his son played without obeying the rules, and let the demon loose. In order to save his son, the exorcist sent him far away until the demon could be destroyed. Thirty years later, and after his death, his grandson finds the board and makes the same mistake his father did. Now the evil is...","J. Damian Anastasio, Brittney Bertier, Cameron Bigelow, Jay Brothers, Tony Harutyunyan, Lola Kelly, Laura Kirchner, Walker Mintz, Ben Morrison, Lynne Newton, Michael Palladino, Julia Rae, Branden Smith",English,"Los Angeles, California, USA",,Mark Steger,8,Nick Slatkin,dreaded,1,day,105,,
Soldiers Damned," Action,  Horror,  Thriller,  War",8-Aug-15,UK,,3.6,99 min,"Directed by Mark Nuttall. With Gil Darnell, Miriam Cooke, Lucas Hansen, Tom Sawyer. An evil secret awaits.","Gil Darnell, Miriam Cooke, Lucas Hansen, Tom Sawyer, Jason Kennedy, Mark Fountain, Matthew John Morley, Nicholas Keith, Nicky Bell, Renny Krupinski, Alan French, Andonis Anthony, Natalia Ryumina, Andrei Zayats, Stuart Adams",English,"Cumbria, England, UK",,Barbara Crampton,8,Mark Nuttall,experience,1,together,105,,
Smothered," Comedy,  Horror",29-Mar-16,USA,NOT RATED,4.1,96 min,"Directed by John Schneider. With Kane Hodder, R.A. Mihailoff, Bill Moseley, Dane Rhodes. Five horror icons ditch an unprofitable autograph signing convention to earn some extra cash haunting an RV park, but find themselves being haunted instead.","Kane Hodder, R.A. Mihailoff, Bill Moseley, Dane Rhodes, Malcolm Danare, Don Shanks, Rachel Alana Handler, Amy Brassette, Ritchie Montgomery, Michael Berryman, Andrew Bowen, Joseph Randy Causin, Edward A. Chambers, Rebecca Collins, Aiden Flowers",English,"Baton Rouge, Louisiana, USA",,William McNamara,8,John Schneider,everto,1,become,103,,
Necrophobia," Horror,  Mystery,  Thriller",19-Sep-14,USA,,4.2,75 min,"Directed by Daniel de la Vega. With Luis Machín, Raúl Taibo, Viviana Saccone, Gerardo Romano. Dante is a tailor who after losing his twin brother to death became phobic which prevents him from being in contact with death. Whenever he is in front of a dead body, he experiences a creepy feeling that makes him lose his mind.","Luis Machín, Raúl Taibo, Viviana Saccone, Gerardo Romano, Julieta Cardinali, Hugo Astar",Spanish,,,James Duval,8,Daniel de la Vega,moor,1,wife,102,,
Hate Crime," Action,  Horror,  Thriller",2012,USA,NOT RATED,5.1,73 min,"Directed by James Cullen Bressack. With Jody Barton, Nicholas Adam Clark, Greg Depetro, Debbie Diesel. A Jewish family, that just arrived in a new neighborhood, are recording their youngest son's birthday celebrations on video when their home is suddenly invaded by a bunch of crystal-meth-crazed Neo-Nazi lunatics.","Jody Barton, Nicholas Adam Clark, Greg Depetro, Debbie Diesel, Tim Moran, Ian Roberts, Sloane Morgan Siegel, Maggie Wagner",English,,,David White,8,James Cullen Bressack,pengantin,2,during,101,,
Roommate," Drama,  Horror,  Thriller",9-Nov-13,Japan,,5.9,,"Directed by Takeshi Furusawa. With Keiko Kitagawa, Kyoko Fukada, Kengo Kôra, Mariko Tsutsui. Harumi Hagiwara lands in the hospital after being involved in an accident. She hits it off with her nurse, Reiko Nishimura, and the two decide to move in together after she's discharged. However, Harumi begins to witness a series of mysterious events soon after noticing Reiko's strange behavior. Additionally, she fears for her own safety when Reiko starts referring to herself as 'Mari' as if ...","Keiko Kitagawa, Kyoko Fukada, Kengo Kôra, Mariko Tsutsui, Minori Hagiwara, Yukijirô Hotaru, Chihiro Ohtsuka, Hiroyuki Onoue, Tomorô Taguchi",Japanese,,,Tina Krause,8,Takeshi Furusawa,roads,1,trapped,101,,
Kawan Aku Mati Dalam Rumah Sewa," Comedy,  Horror",14-Aug-14,Malaysia,,,,"With Abam Bocey, Acey Bocey, Fad Bocey, Epy Kodiang. One of their friends accidentally died in their house by mistake. What are they gonna do with their friend's corpse?","Abam Bocey, Acey Bocey, Fad Bocey, Epy Kodiang, Shah Rempit, Yassin Yahya",Malay,,,Jamie Bernadette,8,,canadoo,1,murder,101,,
Scars, Horror,23-Jan-17,UK,,3.9,108 min,"Directed by Sean K. Robb. With Danielle Cole, Neale Kimmel, Matt Wells, Eric Regimbald. SCARS is a psychological thriller, written and directed by Canadian filmmaker Sean K. Robb. In this stark and disturbing story, Scar - a raven-haired punk with blood under her fingernails - and Scarlett - a blond beauty with a penchant for extortion - discover that they enjoy killing men together. 'Killing dudes is easy,' says Scar, as the two women embark on a violent and ruthless killing spree,...","Danielle Cole, Neale Kimmel, Matt Wells, Eric Regimbald, Ophilia Davis, Nigel Downer, Chris Handfield, Greg LeGros, Jennifer McAuliffe, Jon Pressick, Ryan Alexander Scott II, Tennessee Webb",English,"Toronto, Ontario, Canada",,Jennifer Blanc-Biehn,8,Sean K,conjuring,3,students,100,,
Legend Has, Horror,17-Sep-14,UK,NOT RATED,4.1,95 min,"Directed by Max Nikoff. With Todd Oeltze, Julia Fazakerly, Heath Finn, Amanda Ward. A family of four was brutally slaughtered years in their farmhouse, and the killer was never caught. Now, a young film crew returns to find the bloody truth of the murders. Will they come out alive?","Todd Oeltze, Julia Fazakerly, Heath Finn, Amanda Ward, Jared Cohn, Theodore Perkins, Andreas Wigand, Teresa Berkin, Peter Choyce, Sebastien Szumilas, Mark Irvingsen, Jeff Blumberg, Jim Asseltyne, Mike Nelsen, Randy Hallusen",English,"Pasadena, California, USA",350000,J. LaRose,8,Max Nikoff,fortune,1,survive,99,,
Sociopathia, Horror,19-Nov-15,USA,,4.3,86 min,"Directed by Ruby Larocca, Rich Mallery. With Nicola Fiore, Asta Paredes, Ruby Larocca, Tammy Jean. Introverted and peculiar, Mara spends her days fabricating props for movies. But her reclusive persona conceals an internal wrath. Terrified of being alone, Mara refuses to let her lovers leave, sadistically murdering them and keeping their corpses as living dolls. When she's hired by Kat, a fledgling producer, the two instantly hit it off. As their relationship grows more intense, Mara begins to...","Nicola Fiore, Asta Paredes, Ruby Larocca, Tammy Jean, George Stover, Rich Mallery, Nicolette le Faye, Brandy Noir, Desiree Saetia, Tabetha Ray, Matthew Garrett, Cori Dials, Sean Murray, Dante Rene, Nick Decarlo",English,"Baltimore, Maryland, USA",750000,Nick Principe,8,"Ruby Larocca, Rich Mallery",hunt,6,love,98,,
Echoes," Drama,  Horror,  Thriller",18-May-15,Sweden,NOT RATED,4.4,93 min,"Directed by Nils Timm. With Kate French, Steven Brand, Steve Hanks, Billy Wirth. Struggling with horrifying, sleep-paralysis induced visions, a young writer retreats with her boyfriend to an isolated desert house. As the visions intensify, she finds herself on the verge of losing her mind...or uncovering a life-threatening secret.","Kate French, Steven Brand, Steve Hanks, Billy Wirth, Caroline Whitney Smith, Kevin Brewerton, Nicolas Charles, Ivory Dortch, Tina Huang, Stacey Souther, Oxley",English,"Joshua Tree, California, USA",,Sarah Nicklin,8,Nils Timm,worm,1,daughter,97,,
Dark," Horror,  Thriller",6-Oct-15,USA,TV-MA,4.1,85 min,"Directed by David Buchert, Chris St.Croix. With Scott Aaker, Andria Armstrong, Shannon Beals, Olivia Bishop. Twisted tales of terror featuring an axe wielding maniac, a sinister matchmaker and sin eating creature from hell.","Scott Aaker, Andria Armstrong, Shannon Beals, Olivia Bishop, Clay Brocker, Raven Bryant, Emily Byrd, Chris Carson, Chris Cavolo, Vince Cusomato, Leah Fincher, Katie Groshong, Cooper Guy, Justin Hand, William J. Harrison",English,"Nashville, Tennessee, USA",,Gianni Capaldi,8,"David Buchert, Chris St",day,10,trip,96,,
Dabbe Bir Cin Vakasi, Horror,3-Aug-12,Turkey,,6.3,119 min,"Directed by Hasan Karacadag. With Elcin Atamgüc, Nihan Aypolat, Pervin Bagdat, Elif Erdal. Turkish director Hasan Karacadag is something of an unusual case. In a nation that appears uncertain how to feel about its own history with exploitation film and generally reluctant to embrace genre film - though there are obvious exceptions - Karacadag has jumped headlong into the horror pool. The director first came to attention with the J-horror influenced D@BB, a surprise hit in Turkey that ...","Elcin Atamgüc, Nihan Aypolat, Pervin Bagdat, Elif Erdal, Koray Kadiraga, Mete Sahinoglu, Ceren Sertac, Su Burcu Yazgi, Ismail Yildiz, Nalan Örgöt",Turkish,,,Ezra Buzzington,8,Hasan Karacadag,damned,10,save,95,,
Haunter Dark," Horror,  Thriller",28-Jan-15,Russia,,6.9,83 min,"Directed by Dmitriy Khmelyov. With Sergey A., Giza, Dmitriy Khmelyov, Vladislav Krivenchuk. Alexey ""Blake"" Blochenkov goes to an old abandoned sanatorium to film a video for his blog. There, he lets out something horrible. An ancient evil. The Haunter Of The Dark.","Sergey A., Giza, Dmitriy Khmelyov, Vladislav Krivenchuk, Sanek",Russian,,700,Malcolm McDowell,8,Dmitriy Khmelyov,zero,3,remote,95,,
Hectic Knife," Action,  Comedy,  Horror",28-Jul-16,USA,,6.6,,"Directed by Greg DeLiso. With Peter Litvin, Georgia Kate Haege, J.J. Brine, John Munnelly. A put upon, knife wielding vigilante, Hectic Knife protects the city from scum, baddies and a new super villain bent on world domination, Piggly Doctor.","Peter Litvin, Georgia Kate Haege, J.J. Brine, John Munnelly, Don Abood, Michael Anthony, Andrea Baquero, Robert Bella, Richie Blackwood, Joe Cipriano, Niki Cipriano, Edward Colon, Andy Could, Alexis Cundiff, Leah Debene",English|Spanish,"Bay Ridge, Brooklyn, New York City, New York, USA",15000,Simon Phillips,8,Greg DeLiso,test,1,set,95,,
Stag Hunt," Adventure,  Comedy,  Drama,  Fantasy,  Horror,  Thriller",16-May-15,USA,,3.6,94 min,"Directed by James Shanks. With Mackenzie Astin, Neil Cole, Chris Rogers, Donald Morrison. A stag do in Dartmoor goes horribly wrong when the guys discover they are not alone.","Mackenzie Astin, Neil Cole, Chris Rogers, Donald Morrison, Julie T. Wallace",English,,400000,Julian Richings,7,James Shanks,deccal,2,girls,94,,
Toxin Days Left Earth," Action,  Drama,  Horror",19-Apr-15,USA,,8.4,,"Directed by Shawn Welling. With Lee Majors, Isabella Blake-Thomas, Sarati, Elizabeth Blake-Thomas. 700 days after the U.S. president announces a new, rapidly spreading virus, a resulting plague has killed most of humanity and transformed the rest into mutants. The sole survivor, Sarah Teller (Sarati), and her canine companion, Ranger (Max the Dog), struggle valiantly to find a cure and restore the human race. When a mysterious force pulls her to a displaced mansion deep in the Texas hills, ...","Lee Majors, Isabella Blake-Thomas, Sarati, Elizabeth Blake-Thomas, Preslee Bishop, Nick W. Nicholson, Shawn Welling, Alexis B. Santiago, Michelle Ellen Jones, Bob Boudreaux, Lee Gailey, Matthew Carter, Reneé Redden-Somoza, Brandon Itz, Katia Hadjiyska",English,"Mexia, Texas, USA",30000,Jim O'Rear,8,Shawn Welling,danur,1,city,94,,
La Niña la Mina, Horror,1-Jul-16,Mexico,,3.8,82 min,"Directed by Jorge Eduardo Ramírez. With Gerardo Taracena, Regina Blandón, Daniel Martínez, Thomas Ebert. Arter a tourist disappears inside a mine in Guanajuato, Mat Medina a young expert in mine engineering is hired to make a security diagnostic in the mines of a big company.","Gerardo Taracena, Regina Blandón, Daniel Martínez, Thomas Ebert, Susana Lozano, Sophie Gómez, Fernanda Sasse, Bárbara Islas, Fernando Banda, Jose Angel Bichir, Paola Galina, Ruy Senderos, Víctor Huggo Martin, Mary Paz Mata, Elena Puig",,,1200000,Chase Williamson,8,Jorge Eduardo Ramírez,sunday,1,deadly,94,,
Old Dark House, Horror,13-Mar-15,USA,,6.5,,"Directed by Jaysen P. Buterin, Matt Cloude, Jesse H. Knight. With Mandy Divine, Tom Gore, Bradley Eugene Greer, Kelli-Anne Harris. Four strangers suddenly awaken deep within the catacombs of a dark and decrepit House, with no memory of how they got there. The only thing they have in common is their being held captive by a Mysterious Man, and it is there in his domain, that he waits to tell these helpless strangers the fates that await them in Beneath the Old Dark House.","Mandy Divine, Tom Gore, Bradley Eugene Greer, Kelli-Anne Harris, Christy Johnson, Patrick G. Keenan, Kely McClung, Casey Murray, Paul Sieber, Kaila Spargo, Marius Wiley, Michael Ray Williams",English,,100000,Kim Sonderholm,8,Jaysen P,zehri,1,discovers,94,,
Shame Devil," Crime,  Horror,  Thriller",9-Sep-14,USA,NOT RATED,3.5,94 min,"Directed by Paul Tanter. With Simon Phillips, Juliette Bennett, Will de Meo, Bradford West. A London detective tracking a serial killer finds the killers ""truth or die"" methods take him to New York to solve the case.","Simon Phillips, Juliette Bennett, Will de Meo, Bradford West, Doug Bradley, Kellie Shirley, Peter Woodward, Peter Barrett, Lucy Clements, Jack Murray, Martin Fisher, Leo Goodman, Thomas Worthington, Warwick Evans, Charlotte Lewis",English,"London, England, UK",3000000,Edward X. Young,7,Paul Tanter,lurking,3,sarah,93,,
